0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,
Número,DATA,Placar,TIME_MANDANTE,PLACAR_MANDANTE,GOLS_MANDANTE,GOLS_PENALTI_MANDANTE,PLACAR2,TIME_VISITANTE,PLACAR_VISITANTE,GOLS_VISITANTE,GOLS_PENALTI_VISITANTE,RODADA,PUBLICO,CAMPEONATO_ID,CAMPEONATO_DESCRICAO,ESTADIO,SEM_TORCIDA,Gols,OBS,OBS2,
86,23/02/1945,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,AMISTOSO,Amistoso,Montanha,,"Bombachudo (G), Adãozinho (I)",,,
85,09/02/1945,Grêmio 0 x 2 Internacional,Grêmio,0,0,, 0 x 2 ,Internacional,2,2,,,,AMISTOSO,Amistoso,Montanha,,"Adãozinho (I), xinxim (I)",,,
84,08/10/1944,Grêmio 1 x 2 Internacional,Grêmio,1,1,, 1 x 2 ,Internacional,2,2,,,,1944_CIT,Citadino Porto Alegre,Timbaúva,,"Carlitos (I), Volpi (I), Ramon Castro (G)",Inter pentacampeão citadino 1944,,
83,13/08/1944,Grêmio 4 x 3 Internacional,Grêmio,4,4,, 4 x 3 ,Internacional,3,3,,,,1944_CIT,Citadino Porto Alegre,Baixada,,"Ramon Castro (G), Ramon Castro (G), Bentevi (G), Mário (G), Elizeu (I), Rui (I), Adãozinho (I)",,,
82,28/05/1944,Grêmio 3 x 7 Internacional,Grêmio,3,3,, 3 x 7 ,Internacional,7,7,,,,AMISTOSO,Amistoso,Baixada,,"Volpi (I), Volpi (I), Volpi (I), Rui (I), Rui (I), Tesourinha (I), Assis (I), Bentevi (G), Vinícius (G), Ivo (G)",Inauguração nova bandeira do Grêmio,,
81,30/04/1944,Internacional 4 x 2 Grêmio,Internacional,4,4,, 4 x 2 ,Grêmio,2,2,,,,1944_CIT,Citadino Porto Alegre,Eucaliptos,,"Tesourinha (I), Carlitos (I), Rui (I), Assis (I), Ivo (G), Sanghinetti (G)",,,
80,13/02/1944,Internacional 3 x 2 Grêmio,Internacional,3,3,, 3 x 2 ,Grêmio,2,2,,,,AMISTOSO,Amistoso,Eucaliptos,,"Perez (I), Perez (I), Rui (I), Tonguinha (G), Mário (G)",,,
79,19/09/1943,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1943_CIT,Citadino Porto Alegre,Baixada,,Rui (I),,,
78,11/07/1943,Internacional 3 x 0 Grêmio,Internacional,3,3,, 3 x 0 ,Grêmio,0,0,,,,1943_CIT,Citadino Porto Alegre,Eucaliptos,,"Joane (I), Tesourinha (I), Ênio (I)",,,
77,06/06/1943,Grêmio 3 x 3 Internacional,Grêmio,3,3,, 3 x 3 ,Internacional,3,3,,,,1943_CIT,Citadino Porto Alegre,São José,,"Galdino (G), Galdino (G), Soares (G), Abigail (I), Carlitos (I), Vilalba (I)",,,
76,11/03/1943,Internacional 5 x 1 Grêmio,Internacional,5,5,, 5 x 1 ,Grêmio,1,1,,,,AMISTOSO,Amistoso,Eucaliptos,,"Tesourinha (I), Carlitos (I), Rui (I), Rui (I), Ezequial (I), Neco (G)",Torneio Triangular,,
75,28/02/1943,Grêmio 1 x 5 Internacional,Grêmio,1,1,, 1 x 5 ,Internacional,5,5,,,,AMISTOSO,Amistoso,Baixada,,"Carlitos (I), Carlitos (I), Rui (I), Vilalba (I), Tesourinha (I), Neco (G)",Torneio Triangula,,
74,30/08/1942,Internacional 4 x 2 Grêmio,Internacional,4,4,, 4 x 2 ,Grêmio,2,2,,,,1942_CIT,Citadino Porto Alegre,Eucaliptos,,"Vilalba (I), Carlitos (I), Carlitos (I), Tesourinha (I), Ivo (G), Malaquias (G)",,,
73,12/07/1942,Grêmio 2 x 4 Internacional,Grêmio,2,2,, 2 x 4 ,Internacional,4,4,,,,1942_CIT,Citadino Porto Alegre,Baixada,,"Russinho (I), Russinho (I), Vilalba (I), Carlitos (I), Medina (G), Chico (G)",,,
72,19/04/1942,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1942_CIT,Citadino Porto Alegre,Timbaúva,,"Chico (G), Carlitos (I)",,,
71,11/01/1942,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1942_CIT,Citadino Porto Alegre,Timbaúva,,"Malaquias (G), Vilalba (I)",,,
70,19/10/1941,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1941_CIT,Citadino Porto Alegre,Baixada,,"Malaquias (G), Ochotorena (G), Vilalba (I)",,,
69,17/08/1941,Internacional 3 x 0 Grêmio,Internacional,3,3,, 3 x 0 ,Grêmio,0,0,,,,1941_CIT,Citadino Porto Alegre,Eucaliptos,,"Carlitos (I), Vilalba (I), Vilalba (I)",,,
68,25/05/1941,Grêmio 2 x 3 Internacional,Grêmio,2,2,, 2 x 3 ,Internacional,3,3,,,,AMISTOSO,Amistoso,Timbaúva,,"Carlitos (I), Vilalba (I), Tesourinha (I), Foguinho (G), Foguinho (G)",,,
67,18/05/1941,Grêmio 2 x 2 Internacional,Grêmio,2,2,, 2 x 2 ,Internacional,2,2,,,,AMISTOSO,Amistoso,Timbaúva,,"Ivo (G), Malaquias (G), Carlitos (I), Rui (I)",,,
66,29/10/1940,Grêmio 3 x 4 Internacional,Grêmio,3,3,, 3 x 4 ,Internacional,4,4,,,,1940_CIT,Citadino Porto Alegre,Timbaúva,,"Tesourinha (I), Tesourinha (I), Russinho (I), Russinho (I), Mário (G), Mário (G), Cesar (G)",,,
65,07/07/1940,Internacional 2 x 5 Grêmio,Internacional,2,2,, 2 x 5 ,Grêmio,5,5,,,,1940_CIT,Citadino Porto Alegre,Eucaliptos,,"Foguinho (G), Foguinho (G), Malaquias (G), Cesar (G), Cesar (G), Marques (I), Marques (I)",,,
64,28/04/1940,Grêmio 2 x 3 Internacional,Grêmio,2,2,, 2 x 3 ,Internacional,3,3,,,,1940_CIT,Citadino Porto Alegre,Baixada,,"Rui (I), Russinho (I), Carlitos (I), Cesar (G), Cesar (G)",,,
63,13/02/1940,Internacional 2 x 4 Grêmio,Internacional,2,2,, 2 x 4 ,Grêmio,4,4,,,,1940_CIT,Citadino Porto Alegre,Eucaliptos,,"Salvador (G), Foguinho (G), Foguinho (G), Cesar (G), Acácio (I), Tesourinha (I)",,,
62,04/01/1940,Grêmio 1 x 6 Internacional,Grêmio,1,1,, 1 x 6 ,Internacional,6,6,,,,AMISTOSO,Amistoso,Baixada,,"Acácio (I), Acácio (I), Acácio (I), Tesourinha (I), Carlitos (I), Carlitos (I), Salvador (G)",,,
61,17/10/1939,Grêmio 1 x 2 Internacional,Grêmio,1,1,, 1 x 2 ,Internacional,2,2,,,,1939_CIT,Citadino Porto Alegre,Timbaúva,,"Rui (I) Mottim-contra (I), Pepito (G)",,,
60,08/10/1939,Internacional 2 x 3 Grêmio,Internacional,2,2,, 2 x 3 ,Grêmio,3,3,,,,1939_CIT,Citadino Porto Alegre,Eucaliptos,,"Cesar (G), Alfeu-contra (G), Vanário (G), Carlitos (I), Carlitos (I)",,,
59,13/08/1939,Internacional 5 x 2 Grêmio,Internacional,5,5,, 5 x 2 ,Grêmio,2,2,,,,AMISTOSO,Amistoso,Eucaliptos,,"Filhinho (I), Filhinho (I), Castilho (I), Russinho (I), Silvio Pirillo (I), Cesar (G), Salvador (G)",,,
58,20/07/1939,Grêmio 3 x 3 Internacional,Grêmio,3,3,, 3 x 3 ,Internacional,3,3,,,,AMISTOSO,Amistoso,Baixada,,"Mesquita (G), Pepito (G), Cesar (G), Brandão (I), Silvio Pirillo (I), Russinho (I)",,,
57,28/05/1939,Grêmio 2 x 3 Internacional,Grêmio,2,2,, 2 x 3 ,Internacional,3,3,,,,AMISTOSO,Amistoso,Timbaúva,,"Silvio Pirillo (I), Silvio Pirillo (I), Silvio Pirillo (I), César (G), Mesquita (G)",,,
56,02/04/1939,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,AMISTOSO,Amistoso,Baixada,,"Pepito (G), Russinho (I)",,,
55,01/11/1938,Grêmio 0 x 6 Internacional,Grêmio,0,0,, 0 x 6 ,Internacional,6,6,,,,AMISTOSO,Amistoso,Timbaúva,,"Acácio (I), Acácio (I), Acácio (I), Silvio Pirillo (I), Filhinho (I), Miguel (I)",Taça Martel – 5 gols anulados do Inter – 2a. despedida de Luiz Carvalho,,
54,02/10/1938,Internacional 3 x 4 Grêmio,Internacional,3,3,, 3 x 4 ,Grêmio,4,4,,,,AMISTOSO,Amistoso,Eucaliptos,,"Luiz Carvalho (G), Foguinho (G), Mesquita (G), Casaca (G), Acácio (I), Silvio Pirillo (I), Miguel (I)",,,
53,06/06/1938,Grêmio 4 x 4 Internacional,Grêmio,4,4,, 4 x 4 ,Internacional,4,4,,,,AMISTOSO,Amistoso,Timbaúva,,"Luiz Carvalho (G), Casaca (G), Casaca (G), Vanário (G), Silvio Pirillo (I), Silvio Pirillo (I), Carlitos (I), Acácio (I)",Taça Martel – Estréia de Carlitos,,
52,08/05/1938,Internacional 1 x 3 Grêmio,Internacional,1,1,, 1 x 3 ,Grêmio,3,3,,,,1938_CIT,Citadino Porto Alegre,Eucaliptos,,"Luiz Carvalho (G), Luiz Carvalho (G), Vanário (G), Silvio Pirillo (I)",,,
51,12/12/1937,Internacional 3 x 4 Grêmio,Internacional,3,3,, 3 x 4 ,Grêmio,4,4,,,,1937_CIT,Citadino Porto Alegre,Eucaliptos,,"Vanário (G), Casaca (G), Alemãozinho (G), Laci (G), Castilho (I), Acácio (I), Salvador (I)",,,
50,21/11/1937,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,AMISTOSO,Amistoso,Timbaúva,,"Casaca (G), Torelli (G)",,,
49,31/10/1937,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1937_CIT,Citadino Porto Alegre,Baixada,,"Alemãozinho (G), Alemãozinho (G), Acácio (I)",,,
48,01/11/1936,Grêmio 0 x 2 Internacional,Grêmio,0,0,, 0 x 2 ,Internacional,2,2,,,,1936_CIT,Citadino Porto Alegre,Eucaliptos,,"Salvador (I), Artigas (I)",,,
47,30/08/1936,Internacional 3 x 2 Grêmio,Internacional,3,3,, 3 x 2 ,Grêmio,2,2,,,,1936_CIT,Citadino Porto Alegre,Eucaliptos,,"Risada (I), Mancuso (I), Artigas (I), Russinho (G), Russinho (G)",,,
46,15/03/1936,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,AMISTOSO,Amistoso,Timbaúva,,"Casaca (G), Castilhos (I)",,,
45,22/09/1935,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,1935_CIT,Citadino Porto Alegre – Campeonato Farroupilha,Baixada,,"Foguinho (G), Laci (G)",Gre-Nal Farroupilha – Grêmio campeão citadino 1935 – Último jogo de Lara,,
44,28/07/1935,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1935_CIT,Citadino Porto Alegre,Eucaliptos,,"Castilho (G), Mancuso (I)",Gol do Avião,,
43,21/10/1934,Grêmio 1 x 2 Internacional,Grêmio,1,1,, 1 x 2 ,Internacional,2,2,,,,1934_CIT,Citadino Porto Alegre,Baixada,,"Tupan (I), Cavaco (I), Laci (G)",1a. despedida de Luiz Carvalho,,
42,24/06/1934,Internacional 4 x 3 Grêmio,Internacional,4,4,, 4 x 3 ,Grêmio,3,3,,,,1934_CIT,Citadino Porto Alegre,Eucaliptos,,"Risada (I), Mancuso (I), Tupan (I), Honório (I), Sardinha II (G), Sardinha II (G), Luiz Carvalho (G)",,,
41,13/08/1933,Grêmio 3 x 2 Internacional,Grêmio,3,3,, 3 x 2 ,Internacional,2,2,,,,1933_CIT,Citadino Porto Alegre,Baixada,,"Foguinho (G), Heitor (G), Alemãozinho (G), Risada (I), Venenoso (I)",,,
40,09/04/1933,Grêmio 5 x 3 Internacional,Grêmio,5,5,, 5 x 3 ,Internacional,3,3,,,,1933_CIT,Citadino Porto Alegre,Baixada,,"Luiz Carvalho (G), Luiz Carvalho (G), Nenê (G), Nenê (G), Artigas (G), Venenoso (I), Marreco (I), Tupan (I)",,,
39,30/10/1932,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1932_CIT,Citadino Porto Alegre,Eucaliptos,,Luiz Carvalho (G),,,
38,10/07/1932,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,1932_CIT,Citadino Porto Alegre,Baixada,,"Artigas (G), Nenê (G)",,,
37,18/10/1931,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1931_CIT,Citadino Porto Alegre,Baixada,,"Artigas (G), Nenê (G), Magno (I)",,,
36,28/07/1931,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,AMISTOSO,Amistoso,Baixada,,"Luiz Carvalho (G), Foguinho (G)",Inauguração dos refletores – primeiro jogo noturno,,
35,26/04/1931,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1931_CIT,Citadino Porto Alegre,Eucaliptos,,Ross (I),,,
34,15/03/1931,Internacional 3 x 0 Grêmio,Internacional,3,3,, 3 x 0 ,Grêmio,0,0,,,,AMISTOSO,Amistoso,Eucaliptos,,"Javel (I), Javel (I), Javel (I)",Inauguração Eucaliptos,,
33,14/09/1930,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1930_CIT,Citadino Porto Alegre,Chácara das Camélias,,"Javel (G), Miro (I)",,,
32,04/05/1930,Grêmio 3 x 1 Internacional,Grêmio,3,3,, 3 x 1 ,Internacional,1,1,,,,1930_CIT,Citadino Porto Alegre,Baixada,,"Luiz Carvalho (G), Javel (G), Foguinho (G), Risada (I)",,,
31,10/11/1929,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1929_CIT,Citadino Porto Alegre,Baixada,,"Miro-contra (G), Amâncio (G), Dario-contra (I)",,,
30,14/07/1929,Internacional 4 x 2 Grêmio,Internacional,4,4,, 4 x 2 ,Grêmio,2,2,,,,1929_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Nenê (I), Ribeiro (I), Lourival (I), Lourival (I), Telêmaco (G), Corô (G)",,,
29,26/05/1929,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,AMISTOSO,Amistoso,Baixada,,"Corô (G), Moreno-contra (G), Magno (I)",Torneio Reinvidicação,,
28,19/11/1928,Internacional 0 x 2 Grêmio,Internacional,0,0,, 0 x 2 ,Grêmio,2,2,,,,AMISTOSO,Amistoso,Chácara dos Eucaliptos,,"Telêmaco (G), Nenê (G)",,,
27,26/08/1928,Grêmio 2 x 2 Internacional,Grêmio,2,2,, 2 x 2 ,Internacional,2,2,,,,1928_CIT,Citadino Porto Alegre,Baixada,,"Telêmaco (G), Esperança (G), Ribeiro (I), Ramão (I)",,,
26,10/06/1928,Internacional 2 x 3 Grêmio,Internacional,2,2,, 2 x 3 ,Grêmio,3,3,,,,1928_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Luiz Carvalho (G), Luiz Carvalho (G), Telêmaco (G), Ross (I), Ribeiro (I)",,,
25,12/06/1927,Grêmio 1 x 3 Internacional,Grêmio,1,1,, 1 x 3 ,Internacional,3,3,,,,1927_CIT,Citadino Porto Alegre,Baixada,,"Nenê (I), Barros (I), Barros (I), Domingos (G)",,,
24,08/05/1927,Internacional 3 x 2 Grêmio,Internacional,3,3,, 3 x 2 ,Grêmio,2,2,,,,1927_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Ross (I), Miro (I), Ribeiro (I), Telêmaco (G), Telêmaco (G)",,,
23,14/11/1926,Grêmio 4 x 3 Internacional,Grêmio,4,4,, 4 x 3 ,Internacional,3,3,,,,1926_CIT,Citadino Porto Alegre,Baixada,,"Luiz Carvalho (G), Luiz Carvalho (G), Corô (G), Telêmaco (G), Ribeiro (I), Ribeiro (I), Barros (I)",,,
22,27/06/1926,Internacional 1 x 4 Grêmio,Internacional,1,1,, 1 x 4 ,Grêmio,4,4,,,,1926_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Luiz Carvalho (G), Esperança (G), Corô (G), Corô (G), Barros (I)",Criação do nome Gre-Nal por Ivo dos Santos Martins – jogo acabou 10 min. antes após agressão de torcedor colorado no árbitro e briga entre torcedores e Brigada,,
21,11/10/1925,Internacional 2 x 2 Grêmio,Internacional,2,2,, 2 x 2 ,Grêmio,2,2,,,,1925_CIT,Citadino Porto Alegre,Chácara das Camélias,,"Oliveiro (G), Luiz Carvalho (G), Barros (I), Barros (I)",,,
20,24/05/1925,Grêmio 3 x 3 Internacional,Grêmio,3,3,, 3 x 3 ,Internacional,3,3,,,,1925_CIT,Citadino Porto Alegre,Baixada,,"Nenê (G), Corô (G), Meneghetti-contra (G), Barros (I), Barros (I), Veiga (I)",1o. empate – centésimo gol,,
19,12/11/1924,Internacional 2 x 1 Grêmio,Internacional,2,2,, 2 x 1 ,Grêmio,1,1,,,,AMISTOSO,Amistoso,Chácara dos Eucaliptos,,"Veiga (I), Eduardo (I), Bruno (G)",,,
18,27/04/1924,Grêmio 4 x 3 Internacional,Grêmio,4,4,, 4 x 3 ,Internacional,3,3,,,,AMISTOSO,Amistoso,Baixada,,"Totte (G), Totte (G), Totte (G), Léo (G), Geny (I), Ribeiro (I), Ribeiro (G)",,,
17,01/11/1923,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,AMISTOSO,Amistoso,Chácara dos Eucaliptos,,Armando (G),Amistoso – Miss Bila Ortiz,,
16,23/09/1923,Grêmio 3 x 2 Internacional,Grêmio,3,3,, 3 x 2 ,Internacional,2,2,,,,AMISTOSO,Amistoso,Baixada,,"Luiz Carvalho (G), Totte (G), Lagarto (G), Barros (I), Eduardo (I)",,,
15,22/08/1920,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1920_CIT,Citadino Porto Alegre,Baixada,,"Gertum (G), Lagarto (G), Rosário (I)",,,
14,02/05/1920,Internacional 1 x 4 Grêmio,Internacional,1,1,, 1 x 4 ,Grêmio,4,4,,,,1920_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Ramon (G), Ramon (G), Gertum (G), Gertum (G), Geny (I)",,,
13,14/09/1919,Grêmio 3 x 2 Internacional,Grêmio,3,3,, 3 x 2 ,Internacional,2,2,,,,1919_CIT,Citadino Porto Alegre,Baixada,,"Dorival (G), Lagarto (G), Lewis (G), Gil (I), Bedionda (I)",,,
12,20/07/1919,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,1919_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Carlos Kluwe (I), Pedro (I)",Abaixo-assinado para Kluwe voltar,,
11,04/08/1918,Grêmio 1 x 0 Internacional,Grêmio,1,1,, 1 x 0 ,Internacional,0,0,,,,1918_CIT,Citadino Porto Alegre,Baixada,,Garibotti (G),Jogo não terminou – cancelado por motivos de segurança quando o Grêmio vencia por 1x0 (gol de Garibotti de penalti),,
10,10/05/1918,Internacional 5 x 3 Grêmio,Internacional,5,5,, 5 x 3 ,Grêmio,3,3,,,,1918_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Mário Cunha (I), Mário Cunha (I), Ribas (I), Ribas (I), Guimarães (I), Lagarto (G), Lagarto (G), Pavani (G)",,,
9,29/10/1916,Grêmio 2 x 3 Internacional,Grêmio,2,2,, 2 x 3 ,Internacional,3,3,,,,1916_CIT,Citadino Porto Alegre,Baixada,,"Túlio (I), Muller (I), Oswaldo (I), Sisson (G), Assumpção (G)",,,
8,30/07/1916,Internacional 6 x 1 Grêmio,Internacional,6,6,, 6 x 1 ,Grêmio,1,1,,,,1916_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Vares (I), Vares (I), Vares (I), Vares (I), Vares (I), Vares (I), Scalco (G)",,,
7,31/10/1915,Grêmio 1 x 4 Internacional,Grêmio,1,1,, 1 x 4 ,Internacional,4,4,,,,AMISTOSO,Amistoso,Baixada,,"Müller (I), Bedionda (I), Tulio (I), Sisson (G), Bedionda (I)",1a. vitoria Internacional,,
6,08/06/1913,Internacional 1 x 2 Grêmio,Internacional,1,1,, 1 x 2 ,Grêmio,2,2,,,,1913_CIT,Citadino Porto Alegre,Chácara dos Eucaliptos,,"Ashlin (G), Ashlin (G), Túlio (I)",,,
5,15/09/1912,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1912_CIT,Citadino Porto Alegre,Baixada,,"Galvão (I), Booth (G), Booth (G)",,,
4,23/06/1912,Grêmio 6 x 0 Internacional,Grêmio,6,6,, 6 x 0 ,Internacional,0,0,,,,1912_CIT,Citadino Porto Alegre,Baixada,,"???? (G), ???? (G), ???? (G), ???? (G), ???? (G), ???? (G)",Não existem registros sobre os autores destes gols,,
3,18/06/1911,Grêmio 10 x 1 Internacional,Grêmio,10,10,, 10 x 1 ,Internacional, 1, 1,,,,1911_CIT,Citadino Porto Alegre,Escola Guerra,,"Edwin Cox (G), Vinholes (I), ???? (G), ???? (G), ???? (G), ???? (G), ??? (G), ???? (G), ???? (G), ??? (G), ??? (G)",Não existem registros sobre os autores destes gols,,
2,17/07/1910,Grêmio 5 x 0 Internacional,Grêmio,5,5,, 5 x 0 ,Internacional,0,0,,,,1910_CIT,Citadino Porto Alegre,Baixada,,"Mostardeiro (G), Booth (G), Geyer (G), Moreira (G), Booth (G)",,,
1,18/07/1909,Grêmio 10 x 0 Internacional,Grêmio,10,10,, 10 x 0 ,Internacional, 0, 0,,,,AMISTOSO,Amistoso,Baixada,,"Booth (G), Booth (G), Booth (G), Booth (G), Booth (G), Grünewald (G), Grünewald (G), Grünewald (G), Grünewald (G), Moreira (G)","1o. Gre-Nal, Booth é o autor do primeiro gol e também o primeiro a tocar na bola em um clássico",,
,,,,,,,,,,,,,,,,,,,,,
